experiment,instance,dataset,size_category,n,m,component_config,config_description,treedepth,time,status,timeout,preprocessing_enabled,mipstart_enabled,lazy_constraints_enabled,gurobi_presolve,encoding_variant,problem_variables,problem_constraints,gurobi_objval,gurobi_mip_gap,gurobi_node_count,graph_density,graph_components,preprocessing_reduction,memory_usage_mb,golden_standard,is_correct,validation_status,error_type
E4_4_components,Goldner,famous,SMALL,11,27,mipstart_only,仅MIPStart,5.0,0.073,optimal,False,False,True,False,0,v1_baseline,265,1534,5.0,0.0,1,0.4909,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Goldner,famous,SMALL,11,27,lazy_only,仅Lazy约束,5.0,0.033,optimal,False,False,False,True,0,v1_baseline,265,544,5.0,0.0,1,0.4909,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Goldner,famous,SMALL,11,27,presolve_only,仅Gurobi预处理,5.0,0.074,optimal,False,False,False,False,2,v1_baseline,265,1534,5.0,0.0,1,0.4909,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Grotzsch,famous,SMALL,11,20,baseline,基线配置(全部启用),7.0,1.339,optimal,False,False,True,True,2,v1_baseline,265,537,7.0,0.0,1343,0.3636,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,Grotzsch,famous,SMALL,11,20,no_mipstart,禁用MIPStart,7.0,0.777,optimal,False,False,False,True,2,v1_baseline,265,537,7.0,0.0,2404,0.3636,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,Grotzsch,famous,SMALL,11,20,no_lazy,禁用Lazy约束,7.0,0.896,optimal,False,False,True,False,2,v1_baseline,265,1527,7.0,0.0,166,0.3636,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,Grotzsch,famous,SMALL,11,20,no_gurobi_presolve,禁用Gurobi预处理,7.0,1.362,optimal,False,False,True,True,0,v1_baseline,265,537,7.0,0.0,1502,0.3636,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,Grotzsch,famous,SMALL,11,20,minimal,最小配置(全部禁用),7.0,0.834,optimal,False,False,False,False,0,v1_baseline,265,1527,7.0,0.0,172,0.3636,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,Grotzsch,famous,SMALL,11,20,mipstart_only,仅MIPStart,7.0,0.894,optimal,False,False,True,False,0,v1_baseline,265,1527,7.0,0.0,191,0.3636,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,Grotzsch,famous,SMALL,11,20,lazy_only,仅Lazy约束,7.0,0.844,optimal,False,False,False,True,0,v1_baseline,265,537,7.0,0.0,2544,0.3636,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,Grotzsch,famous,SMALL,11,20,presolve_only,仅Gurobi预处理,7.0,0.85,optimal,False,False,False,False,2,v1_baseline,265,1527,7.0,0.0,115,0.3636,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,Herschel,famous,SMALL,11,18,baseline,基线配置(全部启用),5.0,0.611,optimal,False,False,True,True,2,v1_baseline,265,535,5.0,0.0,263,0.3273,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Herschel,famous,SMALL,11,18,no_mipstart,禁用MIPStart,5.0,0.523,optimal,False,False,False,True,2,v1_baseline,265,535,5.0,0.0,1078,0.3273,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Herschel,famous,SMALL,11,18,no_lazy,禁用Lazy约束,5.0,0.212,optimal,False,False,True,False,2,v1_baseline,265,1525,5.0,0.0,1,0.3273,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Herschel,famous,SMALL,11,18,no_gurobi_presolve,禁用Gurobi预处理,5.0,0.431,optimal,False,False,True,True,0,v1_baseline,265,535,5.0,0.0,191,0.3273,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Herschel,famous,SMALL,11,18,minimal,最小配置(全部禁用),5.0,0.195,optimal,False,False,False,False,0,v1_baseline,265,1525,5.0,0.0,1,0.3273,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Herschel,famous,SMALL,11,18,mipstart_only,仅MIPStart,5.0,0.372,optimal,False,False,True,False,0,v1_baseline,265,1525,5.0,0.0,1,0.3273,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Herschel,famous,SMALL,11,18,lazy_only,仅Lazy约束,5.0,0.485,optimal,False,False,False,True,0,v1_baseline,265,535,5.0,0.0,1789,0.3273,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Herschel,famous,SMALL,11,18,presolve_only,仅Gurobi预处理,5.0,0.241,optimal,False,False,False,False,2,v1_baseline,265,1525,5.0,0.0,1,0.3273,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Hoffman,famous,SMALL,16,32,baseline,基线配置(全部启用),8.0,82.713,optimal,False,False,True,True,2,v1_baseline,545,1104,8.0,0.0,86498,0.2667,1,0.0,0.0,8.0,True,correct_optimal,
E4_4_components,Hoffman,famous,SMALL,16,32,no_mipstart,禁用MIPStart,8.0,58.969,optimal,False,False,False,True,2,v1_baseline,545,1104,8.0,0.0,81922,0.2667,1,0.0,0.0,8.0,True,correct_optimal,
E4_4_components,Hoffman,famous,SMALL,16,32,no_lazy,禁用Lazy约束,8.0,17.914,optimal,False,False,True,False,2,v1_baseline,545,4464,8.0,0.0,3460,0.2667,1,0.0,0.0,8.0,True,correct_optimal,
E4_4_components,Hoffman,famous,SMALL,16,32,no_gurobi_presolve,禁用Gurobi预处理,8.0,107.101,optimal,False,False,True,True,0,v1_baseline,545,1104,8.0,0.0,116639,0.2667,1,0.0,0.0,8.0,True,correct_optimal,
E4_4_components,Hoffman,famous,SMALL,16,32,minimal,最小配置(全部禁用),8.0,12.734,optimal,False,False,False,False,0,v1_baseline,545,4464,8.0,0.0,4516,0.2667,1,0.0,0.0,8.0,True,correct_optimal,
E4_4_components,Hoffman,famous,SMALL,16,32,mipstart_only,仅MIPStart,8.0,26.963,optimal,False,False,True,False,0,v1_baseline,545,4464,8.0,0.0,9020,0.2667,1,0.0,0.0,8.0,True,correct_optimal,
E4_4_components,Hoffman,famous,SMALL,16,32,lazy_only,仅Lazy约束,8.0,55.963,optimal,False,False,False,True,0,v1_baseline,545,1104,8.0,0.0,76445,0.2667,1,0.0,0.0,8.0,True,correct_optimal,
E4_4_components,Hoffman,famous,SMALL,16,32,presolve_only,仅Gurobi预处理,8.0,10.048,optimal,False,False,False,False,2,v1_baseline,545,4464,8.0,0.0,3151,0.2667,1,0.0,0.0,8.0,True,correct_optimal,
E4_4_components,Holt,famous,MEDIUM,27,54,baseline,基线配置(全部启用),22.0,120.159,timeout,True,False,True,True,2,v1_baseline,1513,3051,22.0,0.7272727272727273,64797,0.1538,1,0.0,0.0,,,no_golden_standard,
E4_4_components,Holt,famous,MEDIUM,27,54,no_mipstart,禁用MIPStart,,120.283,failed,True,False,False,True,2,v1_baseline,0,0,,0.0,0,0.1538,1,0.0,0.0,,,no_golden_standard,
E4_4_components,Holt,famous,MEDIUM,27,54,no_lazy,禁用Lazy约束,17.0,120.356,timeout,True,False,True,False,2,v1_baseline,1513,20601,17.0,0.7058823529411765,3211,0.1538,1,0.0,0.0,,,no_golden_standard,
E4_4_components,Holt,famous,MEDIUM,27,54,no_gurobi_presolve,禁用Gurobi预处理,20.0,120.188,timeout,True,False,True,True,0,v1_baseline,1513,3051,20.0,0.7,66097,0.1538,1,0.0,0.0,,,no_golden_standard,
E4_4_components,Holt,famous,MEDIUM,27,54,minimal,最小配置(全部禁用),16.0,120.276,timeout,True,False,False,False,0,v1_baseline,1513,20601,16.0,0.6875,2328,0.1538,1,0.0,0.0,,,no_golden_standard,
E4_4_components,Holt,famous,MEDIUM,27,54,mipstart_only,仅MIPStart,14.0,120.299,timeout,True,False,True,False,0,v1_baseline,1513,20601,14.0,0.6428571428571429,2993,0.1538,1,0.0,0.0,,,no_golden_standard,
E4_4_components,Holt,famous,MEDIUM,27,54,lazy_only,仅Lazy约束,,120.326,failed,True,False,False,True,0,v1_baseline,0,0,,0.0,0,0.1538,1,0.0,0.0,,,no_golden_standard,
E4_4_components,Holt,famous,MEDIUM,27,54,presolve_only,仅Gurobi预处理,15.0,120.313,timeout,True,False,False,False,2,v1_baseline,1513,20601,15.0,0.6666666666666666,3146,0.1538,1,0.0,0.0,,,no_golden_standard,
E4_4_components,Kittell,famous,MEDIUM,23,63,baseline,基线配置(全部启用),16.0,120.129,timeout,True,False,True,True,2,v1_baseline,1105,2248,16.0,0.625,45222,0.249,1,0.0,0.0,12.0,False,error,timeout_not_optimal
E4_4_components,Kittell,famous,MEDIUM,23,63,no_mipstart,禁用MIPStart,,120.144,failed,True,False,False,True,2,v1_baseline,0,0,,0.0,0,0.249,1,0.0,0.0,12.0,False,failed,failed_to_solve
E4_4_components,Kittell,famous,MEDIUM,23,63,no_lazy,禁用Lazy约束,12.0,120.263,timeout,True,False,True,False,2,v1_baseline,1105,12874,12.0,0.4166666666666667,3811,0.249,1,0.0,0.0,12.0,False,error,timeout_not_optimal
E4_4_components,Kittell,famous,MEDIUM,23,63,no_gurobi_presolve,禁用Gurobi预处理,16.0,120.173,timeout,True,False,True,True,0,v1_baseline,1105,2248,16.0,0.625,34234,0.249,1,0.0,0.0,12.0,False,error,timeout_not_optimal
E4_4_components,Kittell,famous,MEDIUM,23,63,minimal,最小配置(全部禁用),12.0,120.211,timeout,True,False,False,False,0,v1_baseline,1105,12874,12.0,0.3333333333333333,13674,0.249,1,0.0,0.0,12.0,False,error,timeout_not_optimal
E4_4_components,Kittell,famous,MEDIUM,23,63,mipstart_only,仅MIPStart,12.0,120.243,timeout,True,False,True,False,0,v1_baseline,1105,12874,12.0,0.4166666666666667,6144,0.249,1,0.0,0.0,12.0,False,error,timeout_not_optimal
E4_4_components,Kittell,famous,MEDIUM,23,63,lazy_only,仅Lazy约束,,120.482,failed,True,False,False,True,0,v1_baseline,0,0,,0.0,0,0.249,1,0.0,0.0,12.0,False,failed,failed_to_solve
E4_4_components,Kittell,famous,MEDIUM,23,63,presolve_only,仅Gurobi预处理,12.0,120.562,timeout,True,False,False,False,2,v1_baseline,1105,12874,12.0,0.5,2896,0.249,1,0.0,0.0,12.0,False,error,timeout_not_optimal
E4_4_components,McGee,famous,MEDIUM,24,36,baseline,基线配置(全部启用),20.0,120.45,timeout,True,False,True,True,2,v1_baseline,1201,2412,20.0,0.75,45571,0.1304,1,0.0,0.0,11.0,False,error,timeout_not_optimal
E4_4_components,McGee,famous,MEDIUM,24,36,no_mipstart,禁用MIPStart,,120.545,failed,True,False,False,True,2,v1_baseline,0,0,,0.0,0,0.1304,1,0.0,0.0,11.0,False,failed,failed_to_solve
E4_4_components,McGee,famous,MEDIUM,24,36,no_lazy,禁用Lazy约束,12.0,120.616,timeout,True,False,True,False,2,v1_baseline,1201,14556,12.0,0.5833333333333334,6913,0.1304,1,0.0,0.0,11.0,False,error,timeout_not_optimal
E4_4_components,McGee,famous,MEDIUM,24,36,no_gurobi_presolve,禁用Gurobi预处理,18.0,120.275,timeout,True,False,True,True,0,v1_baseline,1201,2412,18.0,0.7222222222222222,48971,0.1304,1,0.0,0.0,11.0,False,error,timeout_not_optimal
E4_4_components,McGee,famous,MEDIUM,24,36,minimal,最小配置(全部禁用),11.0,120.654,timeout,True,False,False,False,0,v1_baseline,1201,14556,11.0,0.5454545454545454,4132,0.1304,1,0.0,0.0,11.0,False,error,timeout_not_optimal
E4_4_components,McGee,famous,MEDIUM,24,36,mipstart_only,仅MIPStart,11.0,120.618,timeout,True,False,True,False,0,v1_baseline,1201,14556,11.0,0.5454545454545454,5926,0.1304,1,0.0,0.0,11.0,False,error,timeout_not_optimal
E4_4_components,McGee,famous,MEDIUM,24,36,lazy_only,仅Lazy约束,,120.489,failed,True,False,False,True,0,v1_baseline,0,0,,0.0,0,0.1304,1,0.0,0.0,11.0,False,failed,failed_to_solve
E4_4_components,McGee,famous,MEDIUM,24,36,presolve_only,仅Gurobi预处理,11.0,120.528,timeout,True,False,False,False,2,v1_baseline,1201,14556,11.0,0.6363636363636364,4662,0.1304,1,0.0,0.0,11.0,False,error,timeout_not_optimal
E4_4_components,Moser,famous,TINY,7,11,baseline,基线配置(全部启用),5.0,0.584,optimal,False,False,True,True,2,v1_baseline,113,228,5.0,0.0,10,0.5238,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Moser,famous,TINY,7,11,no_mipstart,禁用MIPStart,5.0,0.517,optimal,False,False,False,True,2,v1_baseline,113,228,5.0,0.0,17,0.5238,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Moser,famous,TINY,7,11,no_lazy,禁用Lazy约束,5.0,0.078,optimal,False,False,True,False,2,v1_baseline,113,438,5.0,0.0,1,0.5238,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Moser,famous,TINY,7,11,no_gurobi_presolve,禁用Gurobi预处理,5.0,0.593,optimal,False,False,True,True,0,v1_baseline,113,228,5.0,0.0,17,0.5238,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Moser,famous,TINY,7,11,minimal,最小配置(全部禁用),5.0,0.13,optimal,False,False,False,False,0,v1_baseline,113,438,5.0,0.0,1,0.5238,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Moser,famous,TINY,7,11,mipstart_only,仅MIPStart,5.0,0.182,optimal,False,False,True,False,0,v1_baseline,113,438,5.0,0.0,1,0.5238,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Moser,famous,TINY,7,11,lazy_only,仅Lazy约束,5.0,0.532,optimal,False,False,False,True,0,v1_baseline,113,228,5.0,0.0,22,0.5238,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Moser,famous,TINY,7,11,presolve_only,仅Gurobi预处理,5.0,0.069,optimal,False,False,False,False,2,v1_baseline,113,438,5.0,0.0,1,0.5238,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Nauru,famous,MEDIUM,24,36,baseline,基线配置(全部启用),,120.58,failed,True,False,True,True,2,v1_baseline,0,0,,0.0,0,0.1304,1,0.0,0.0,10.0,False,failed,failed_to_solve
E4_4_components,Nauru,famous,MEDIUM,24,36,no_mipstart,禁用MIPStart,,120.308,failed,True,False,False,True,2,v1_baseline,0,0,,0.0,0,0.1304,1,0.0,0.0,10.0,False,failed,failed_to_solve
E4_4_components,Nauru,famous,MEDIUM,24,36,no_lazy,禁用Lazy约束,12.0,120.286,timeout,True,False,True,False,2,v1_baseline,1201,14556,12.0,0.5833333333333334,9901,0.1304,1,0.0,0.0,10.0,False,error,timeout_not_optimal
E4_4_components,Nauru,famous,MEDIUM,24,36,no_gurobi_presolve,禁用Gurobi预处理,,120.251,failed,True,False,True,True,0,v1_baseline,0,0,,0.0,0,0.1304,1,0.0,0.0,10.0,False,failed,failed_to_solve
E4_4_components,Nauru,famous,MEDIUM,24,36,minimal,最小配置(全部禁用),12.0,120.28,timeout,True,False,False,False,0,v1_baseline,1201,14556,12.0,0.5833333333333334,21214,0.1304,1,0.0,0.0,10.0,False,error,timeout_not_optimal
E4_4_components,Nauru,famous,MEDIUM,24,36,mipstart_only,仅MIPStart,11.0,120.268,timeout,True,False,True,False,0,v1_baseline,1201,14556,11.0,0.5454545454545454,13063,0.1304,1,0.0,0.0,10.0,False,error,timeout_not_optimal
E4_4_components,Nauru,famous,MEDIUM,24,36,lazy_only,仅Lazy约束,,120.33,failed,True,False,False,True,0,v1_baseline,0,0,,0.0,0,0.1304,1,0.0,0.0,10.0,False,failed,failed_to_solve
E4_4_components,Nauru,famous,MEDIUM,24,36,presolve_only,仅Gurobi预处理,12.0,120.286,timeout,True,False,False,False,2,v1_baseline,1201,14556,12.0,0.5833333333333334,13985,0.1304,1,0.0,0.0,10.0,False,error,timeout_not_optimal
E4_4_components,Paley13,famous,SMALL,13,39,baseline,基线配置(全部启用),10.0,9.308,optimal,False,False,True,True,2,v1_baseline,365,754,10.0,0.0,3639,0.5,1,0.0,0.0,10.0,True,correct_optimal,
E4_4_components,Paley13,famous,SMALL,13,39,no_mipstart,禁用MIPStart,10.0,6.835,optimal,False,False,False,True,2,v1_baseline,365,754,10.0,0.0,4595,0.5,1,0.0,0.0,10.0,True,correct_optimal,
E4_4_components,Paley13,famous,SMALL,13,39,no_lazy,禁用Lazy约束,10.0,11.575,optimal,False,False,True,False,2,v1_baseline,365,2470,10.0,0.0,5415,0.5,1,0.0,0.0,10.0,True,correct_optimal,
E4_4_components,Paley13,famous,SMALL,13,39,no_gurobi_presolve,禁用Gurobi预处理,10.0,9.971,optimal,False,False,True,True,0,v1_baseline,365,754,10.0,0.0,5186,0.5,1,0.0,0.0,10.0,True,correct_optimal,
E4_4_components,Paley13,famous,SMALL,13,39,minimal,最小配置(全部禁用),10.0,9.948,optimal,False,False,False,False,0,v1_baseline,365,2470,10.0,0.0,4797,0.5,1,0.0,0.0,10.0,True,correct_optimal,
E4_4_components,Paley13,famous,SMALL,13,39,mipstart_only,仅MIPStart,10.0,13.185,optimal,False,False,True,False,0,v1_baseline,365,2470,10.0,0.0,4228,0.5,1,0.0,0.0,10.0,True,correct_optimal,
E4_4_components,Paley13,famous,SMALL,13,39,lazy_only,仅Lazy约束,10.0,6.893,optimal,False,False,False,True,0,v1_baseline,365,754,10.0,0.0,4982,0.5,1,0.0,0.0,10.0,True,correct_optimal,
E4_4_components,Paley13,famous,SMALL,13,39,presolve_only,仅Gurobi预处理,10.0,5.734,optimal,False,False,False,False,2,v1_baseline,365,2470,10.0,0.0,3838,0.5,1,0.0,0.0,10.0,True,correct_optimal,
E4_4_components,Pappus,famous,SMALL,18,27,baseline,基线配置(全部启用),9.0,120.106,timeout,True,False,True,True,2,v1_baseline,685,1377,9.0,0.3333333333333333,104671,0.1765,1,0.0,0.0,8.0,False,error,timeout_not_optimal
E4_4_components,Pappus,famous,SMALL,18,27,no_mipstart,禁用MIPStart,10.0,120.138,timeout,True,False,False,True,2,v1_baseline,685,1377,10.0,0.4,172564,0.1765,1,0.0,0.0,8.0,False,error,timeout_not_optimal
E4_4_components,Pappus,famous,SMALL,18,27,no_lazy,禁用Lazy约束,8.0,120.126,timeout,True,False,True,False,2,v1_baseline,685,6273,8.0,0.25,34000,0.1765,1,0.0,0.0,8.0,False,error,timeout_not_optimal
E4_4_components,Pappus,famous,SMALL,18,27,no_gurobi_presolve,禁用Gurobi预处理,9.0,120.098,timeout,True,False,True,True,0,v1_baseline,685,1377,9.0,0.3333333333333333,101456,0.1765,1,0.0,0.0,8.0,False,error,timeout_not_optimal
E4_4_components,Pappus,famous,SMALL,18,27,minimal,最小配置(全部禁用),8.0,120.13,timeout,True,False,False,False,0,v1_baseline,685,6273,8.0,0.125,69121,0.1765,1,0.0,0.0,8.0,False,error,timeout_not_optimal
E4_4_components,Pappus,famous,SMALL,18,27,mipstart_only,仅MIPStart,8.0,120.163,timeout,True,False,True,False,0,v1_baseline,685,6273,8.0,0.125,39579,0.1765,1,0.0,0.0,8.0,False,error,timeout_not_optimal
E4_4_components,Pappus,famous,SMALL,18,27,lazy_only,仅Lazy约束,8.0,120.108,timeout,True,False,False,True,0,v1_baseline,685,1377,8.0,0.25,153948,0.1765,1,0.0,0.0,8.0,False,error,timeout_not_optimal
E4_4_components,Pappus,famous,SMALL,18,27,presolve_only,仅Gurobi预处理,9.0,120.147,timeout,True,False,False,False,2,v1_baseline,685,6273,9.0,0.3333333333333333,53410,0.1765,1,0.0,0.0,8.0,False,error,timeout_not_optimal
E4_4_components,Petersen,famous,TINY,10,15,baseline,基线配置(全部启用),6.0,0.609,optimal,False,False,True,True,2,v1_baseline,221,445,6.0,0.0,553,0.3333,1,0.0,0.0,6.0,True,correct_optimal,
E4_4_components,Petersen,famous,TINY,10,15,no_mipstart,禁用MIPStart,6.0,0.466,optimal,False,False,False,True,2,v1_baseline,221,445,6.0,0.0,1165,0.3333,1,0.0,0.0,6.0,True,correct_optimal,
E4_4_components,Petersen,famous,TINY,10,15,no_lazy,禁用Lazy约束,6.0,0.508,optimal,False,False,True,False,2,v1_baseline,221,1165,6.0,0.0,54,0.3333,1,0.0,0.0,6.0,True,correct_optimal,
E4_4_components,Petersen,famous,TINY,10,15,no_gurobi_presolve,禁用Gurobi预处理,6.0,0.333,optimal,False,False,True,True,0,v1_baseline,221,445,6.0,0.0,209,0.3333,1,0.0,0.0,6.0,True,correct_optimal,
E4_4_components,Petersen,famous,TINY,10,15,minimal,最小配置(全部禁用),6.0,0.475,optimal,False,False,False,False,0,v1_baseline,221,1165,6.0,0.0,55,0.3333,1,0.0,0.0,6.0,True,correct_optimal,
E4_4_components,Petersen,famous,TINY,10,15,mipstart_only,仅MIPStart,6.0,0.433,optimal,False,False,True,False,0,v1_baseline,221,1165,6.0,0.0,80,0.3333,1,0.0,0.0,6.0,True,correct_optimal,
E4_4_components,Petersen,famous,TINY,10,15,lazy_only,仅Lazy约束,6.0,0.374,optimal,False,False,False,True,0,v1_baseline,221,445,6.0,0.0,627,0.3333,1,0.0,0.0,6.0,True,correct_optimal,
E4_4_components,Petersen,famous,TINY,10,15,presolve_only,仅Gurobi预处理,6.0,0.386,optimal,False,False,False,False,2,v1_baseline,221,1165,6.0,0.0,1,0.3333,1,0.0,0.0,6.0,True,correct_optimal,
E4_4_components,Pmin,famous,TINY,9,12,baseline,基线配置(全部启用),5.0,0.575,optimal,False,False,True,True,2,v1_baseline,181,363,5.0,0.0,80,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Pmin,famous,TINY,9,12,no_mipstart,禁用MIPStart,5.0,0.455,optimal,False,False,False,True,2,v1_baseline,181,363,5.0,0.0,85,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Pmin,famous,TINY,9,12,no_lazy,禁用Lazy约束,5.0,0.138,optimal,False,False,True,False,2,v1_baseline,181,867,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Pmin,famous,TINY,9,12,no_gurobi_presolve,禁用Gurobi预处理,5.0,0.556,optimal,False,False,True,True,0,v1_baseline,181,363,5.0,0.0,25,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Pmin,famous,TINY,9,12,minimal,最小配置(全部禁用),5.0,0.15,optimal,False,False,False,False,0,v1_baseline,181,867,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Pmin,famous,TINY,9,12,mipstart_only,仅MIPStart,5.0,0.153,optimal,False,False,True,False,0,v1_baseline,181,867,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Pmin,famous,TINY,9,12,lazy_only,仅Lazy约束,5.0,0.718,optimal,False,False,False,True,0,v1_baseline,181,363,5.0,0.0,575,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Pmin,famous,TINY,9,12,presolve_only,仅Gurobi预处理,5.0,0.164,optimal,False,False,False,False,2,v1_baseline,181,867,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Poussin,famous,SMALL,15,39,baseline,基线配置(全部启用),9.0,15.938,optimal,False,False,True,True,2,v1_baseline,481,984,9.0,0.0,11969,0.3714,1,0.0,0.0,9.0,True,correct_optimal,
E4_4_components,Poussin,famous,SMALL,15,39,no_mipstart,禁用MIPStart,9.0,18.442,optimal,False,False,False,True,2,v1_baseline,481,984,9.0,0.0,30795,0.3714,1,0.0,0.0,9.0,True,correct_optimal,
E4_4_components,Poussin,famous,SMALL,15,39,no_lazy,禁用Lazy约束,9.0,14.568,optimal,False,False,True,False,2,v1_baseline,481,3714,9.0,0.0,3175,0.3714,1,0.0,0.0,9.0,True,correct_optimal,
E4_4_components,Poussin,famous,SMALL,15,39,no_gurobi_presolve,禁用Gurobi预处理,9.0,15.56,optimal,False,False,True,True,0,v1_baseline,481,984,9.0,0.0,10565,0.3714,1,0.0,0.0,9.0,True,correct_optimal,
E4_4_components,Poussin,famous,SMALL,15,39,minimal,最小配置(全部禁用),9.0,10.99,optimal,False,False,False,False,0,v1_baseline,481,3714,9.0,0.0,3132,0.3714,1,0.0,0.0,9.0,True,correct_optimal,
E4_4_components,Poussin,famous,SMALL,15,39,mipstart_only,仅MIPStart,9.0,16.523,optimal,False,False,True,False,0,v1_baseline,481,3714,9.0,0.0,4547,0.3714,1,0.0,0.0,9.0,True,correct_optimal,
E4_4_components,Poussin,famous,SMALL,15,39,lazy_only,仅Lazy约束,9.0,13.342,optimal,False,False,False,True,0,v1_baseline,481,984,9.0,0.0,21600,0.3714,1,0.0,0.0,9.0,True,correct_optimal,
E4_4_components,Poussin,famous,SMALL,15,39,presolve_only,仅Gurobi预处理,9.0,14.748,optimal,False,False,False,False,2,v1_baseline,481,3714,9.0,0.0,5413,0.3714,1,0.0,0.0,9.0,True,correct_optimal,
E4_4_components,Prism,famous,TINY,6,9,baseline,基线配置(全部启用),5.0,0.224,optimal,False,False,True,True,2,v1_baseline,85,171,5.0,0.0,17,0.6,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Prism,famous,TINY,6,9,no_mipstart,禁用MIPStart,5.0,0.235,optimal,False,False,False,True,2,v1_baseline,85,171,5.0,0.0,21,0.6,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Prism,famous,TINY,6,9,no_lazy,禁用Lazy约束,5.0,0.039,optimal,False,False,True,False,2,v1_baseline,85,291,5.0,0.0,1,0.6,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Prism,famous,TINY,6,9,no_gurobi_presolve,禁用Gurobi预处理,5.0,0.236,optimal,False,False,True,True,0,v1_baseline,85,171,5.0,0.0,17,0.6,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Prism,famous,TINY,6,9,minimal,最小配置(全部禁用),5.0,0.035,optimal,False,False,False,False,0,v1_baseline,85,291,5.0,0.0,1,0.6,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Prism,famous,TINY,6,9,mipstart_only,仅MIPStart,5.0,0.033,optimal,False,False,True,False,0,v1_baseline,85,291,5.0,0.0,1,0.6,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Prism,famous,TINY,6,9,lazy_only,仅Lazy约束,5.0,0.154,optimal,False,False,False,True,0,v1_baseline,85,171,5.0,0.0,8,0.6,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Prism,famous,TINY,6,9,presolve_only,仅Gurobi预处理,5.0,0.039,optimal,False,False,False,False,2,v1_baseline,85,291,5.0,0.0,1,0.6,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Robertson,famous,SMALL,19,38,baseline,基线配置(全部启用),12.0,120.099,timeout,True,False,True,True,2,v1_baseline,761,1539,12.0,0.4166666666666667,72073,0.2222,1,0.0,0.0,10.0,False,error,timeout_not_optimal
E4_4_components,Robertson,famous,SMALL,19,38,no_mipstart,禁用MIPStart,11.0,120.105,timeout,True,False,False,True,2,v1_baseline,761,1539,11.0,0.36363636363636365,109939,0.2222,1,0.0,0.0,10.0,False,error,timeout_not_optimal
E4_4_components,Robertson,famous,SMALL,19,38,no_lazy,禁用Lazy约束,10.0,94.144,optimal,False,False,True,False,2,v1_baseline,761,7353,10.0,0.0,9206,0.2222,1,0.0,0.0,10.0,True,correct_optimal,
E4_4_components,Robertson,famous,SMALL,19,38,no_gurobi_presolve,禁用Gurobi预处理,11.0,120.091,timeout,True,False,True,True,0,v1_baseline,761,1539,11.0,0.2727272727272727,63864,0.2222,1,0.0,0.0,10.0,False,error,timeout_not_optimal
E4_4_components,Robertson,famous,SMALL,19,38,minimal,最小配置(全部禁用),10.0,92.158,optimal,False,False,False,False,0,v1_baseline,761,7353,10.0,0.0,19842,0.2222,1,0.0,0.0,10.0,True,correct_optimal,
